param sigma
26 16 23.74
26 17 24.58
26 18 25.40
26 19 26.22
26 20 27.03
26 21 27.84
26 22 28.72
26 23 3.81
26 24 2.41
26 25 1.16
26 26 0.00
26 27 1.10
26 28 2.16
26 29 3.19
26 30 4.19
26 31 5.18
26 32 6.16
26 33 7.13
26 34 8.10
26 35 9.06
26 36 10.03
26 37 11.01
26 38 12.00
26 39 13.01
26 40 14.06
26 41 15.18
26 42 16.47
26 43 18.24
26 44 11.35
26 45 12.16
26 46 12.81
26 47 13.37
26 48 13.88
26 49 14.36
26 50 14.81
26 51 15.24
26 52 15.65
26 53 16.05
26 54 16.43
26 55 16.80
26 56 17.17
26 57 17.51
26 58 17.84
26 59 18.15
26 60 18.44
26 61 18.67
26 62 18.84
26 63 18.84
26 64 18.56
26 65 10.51
27 1 19.88
27 2 10.22
27 3 11.52
27 4 12.73
27 5 13.89
27 6 14.98
27 7 16.04
27 8 17.06
27 9 18.05
27 10 19.02
27 11 19.96
27 12 20.88
27 13 21.79
27 14 22.68
27 15 23.56
27 16 24.43
27 17 25.29
27 18 26.14
27 19 26.99
27 20 27.83
27 21 28.68
27 22 29.62
27 23 4.88
27 24 3.49
27 25 2.25
27 26 1.10
27 27 0.00
27 28 1.06
27 29 2.09
27 30 3.10
27 31 4.10
27 32 5.09
27 33 6.07
27 34 7.05
27 35 8.02
27 36 9.01
27 37 10.00
27 38 11.01
27 39 12.04
27 40 13.12
27 41 14.28
27 42 15.62
27 43 17.49
27 44 12.40
27 45 13.23
27 46 13.89
27 47 14.47
27 48 14.98
27 49 15.46
27 50 15.90
27 51 16.32
27 52 16.72
27 53 17.10
27 54 17.46
27 55 17.81
27 56 18.15
27 57 18.47
27 58 18.77
27 59 19.04
27 60 19.28
27 61 19.47
27 62 19.58
27 63 19.50
27 64 19.08
27 65 11.04
28 1 20.43
28 2 10.78
28 3 12.03
28 4 13.22
28 5 14.36
28 6 15.46
28 7 16.52
28 8 17.55
28 9 18.55
28 10 19.52
28 11 20.48
28 12 21.42
28 13 22.35
28 14 23.26
28 15 24.16
28 16 25.05
28 17 25.93
28 18 26.80
28 19 27.68
28 20 28.55
28 21 29.44
28 22 30.46
28 23 5.91
28 24 4.54
28 25 3.31
28 26 2.16
28 27 1.06
28 28 0.00
28 29 1.03
28 30 2.05
28 31 3.05
28 32 4.04
28 33 5.03
28 34 6.02
28 35 7.01
28 36 8.00
28 37 9.01
28 38 10.03
28 39 11.09
28 40 12.19
28 41 13.38
28 42 14.77
28 43 16.73
28 44 13.38
28 45 14.24
28 46 14.93
28 47 15.52
28 48 16.04
28 49 16.52
28 50 16.96
28 51 17.37
28 52 17.77
28 53 18.14
28 54 18.49
28 55 18.83
28 56 19.15
28 57 19.44
28 58 19.72
28 59 19.97
28 60 20.18
28 61 20.33
28 62 20.39
28 63 20.24
28 64 19.71
28 65 11.70
29 1 20.93
29 2 11.33
29 3 12.52
29 4 13.68
29 5 14.81
29 6 15.90
29 7 16.96
29 8 17.99
29 9 19.00
29 10 19.99
29 11 20.96
29 12 21.91
29 13 22.85
29 14 23.78
29 15 24.70
29 16 25.61
29 17 26.51
29 18 27.41
29 19 28.31
29 20 29.22
29 21 30.15
29 22 31.23
29 23 6.91
29 24 5.55
29 25 4.33
29 26 3.19
29 27 2.09
29 28 1.03
29 29 0.00
29 30 1.02
29 31 2.02
29 32 3.02
29 33 4.01
29 34 5.00
29 35 6.00
29 36 7.00
29 37 8.02
29 38 9.06
29 39 10.14
29 40 11.26
29 41 12.48
29 42 13.91
29 43 15.97
29 44 14.32
29 45 15.21
29 46 15.92
29 47 16.53
29 48 17.06
29 49 17.55
29 50 17.99
29 51 18.41
29 52 18.80
29 53 19.17
29 54 19.51
29 55 19.84
29 56 20.15
29 57 20.43
29 58 20.69
29 59 20.92
29 60 21.10
29 61 21.23
29 62 21.25
29 63 21.05
29 64 20.42
29 65 12.46
30 1 21.39
30 2 11.87
30 3 13.00
30 4 14.13
30 5 15.24
30 6 16.32
30 7 17.37
30 8 18.41
30 9 19.42
30 10 20.42
30 11 21.40
30 12 22.36
30 13 23.32
30 14 24.26
30 15 25.19
30 16 26.12
30 17 27.05
30 18 27.97
30 19 28.89
30 20 29.83
30 21 30.81
30 22 31.95
30 23 7.87
30 24 6.53
30 25 5.33
30 26 4.19
30 27 3.10
30 28 2.05
30 29 1.02
30 30 0.00
30 31 1.01
30 32 2.00
30 33 3.00
30 34 4.00
30 35 5.00
30 36 6.02
30 37 7.04
30 38 8.10
30 39 9.19
30 40 10.33
30 41 11.57
30 42 13.06
30 43 15.19
30 44 15.22
30 45 16.14
30 46 16.88
30 47 17.50
30 48 18.05
30 49 18.55
30 50 19.00
30 51 19.42
30 52 19.81
30 53 20.18
30 54 20.53
30 55 20.85
30 56 21.15
30 57 21.43
30 58 21.67
30 59 21.89
30 60 22.05
30 61 22.16
30 62 22.15
30 63 21.91
30 64 21.19
30 65 13.29
31 1 21.82
31 2 12.40
31 3 13.48
31 4 14.57
31 5 15.65
31 6 16.72
31 7 17.77
31 8 18.80
31 9 19.81
31 10 20.82
31 11 21.80
31 12 22.78
31 13 23.74
31 14 24.70
31 15 25.65
31 16 26.60
31 17 27.54
31 18 28.48
31 19 29.43
31 20 30.40
31 21 31.42
31 22 32.62
31 23 8.82
31 24 7.50
31 25 6.31
31 26 5.18
31 27 4.10
31 28 3.05
31 29 2.02
31 30 1.01
31 31 0.00
31 32 1.00
31 33 2.00
31 34 3.00
31 35 4.01
31 36 5.03
31 37 6.07
31 38 7.13
31 39 8.23
31 40 9.39
31 41 10.67
31 42 12.19
31 43 14.40
31 44 16.09
31 45 17.05
31 46 17.81
31 47 18.45
31 48 19.01
31 49 19.52
31 50 19.99
31 51 20.42
31 52 20.81
31 53 21.19
31 54 21.53
31 55 21.86
31 56 22.15
31 57 22.42
31 58 22.66
31 59 22.87
31 60 23.02
31 61 23.11
31 62 23.08
31 63 22.80
31 64 22.02
31 65 14.17
32 1 22.23
32 2 12.93
32 3 13.94
32 4 14.99
32 5 16.05
32 6 17.10
32 7 18.14
32 8 19.17
32 9 20.18
32 10 21.19
32 11 22.18
32 12 23.16
32 13 24.14
32 14 25.11
32 15 26.07
32 16 27.03
32 17 28.00
32 18 28.96
32 19 29.93
32 20 30.93
32 21 31.99
32 22 33.26
32 23 9.75
32 24 8.45
32 25 7.27
32 26 6.16
32 27 5.09
32 28 4.04
32 29 3.02
32 30 2.00
32 31 1.00
32 32 0.00
32 33 1.00
32 34 2.01
32 35 3.02
32 36 4.04
32 37 5.09
32 38 6.16
32 39 7.27
32 40 8.45
32 41 9.75
32 42 11.31
32 43 13.60
32 44 16.94
32 45 17.93
32 46 18.71
32 47 19.37
32 48 19.96
32 49 20.48
32 50 20.96
32 51 21.40
32 52 21.80
32 53 22.18
32 54 22.53
32 55 22.86
32 56 23.15
32 57 23.42
32 58 23.66
32 59 23.86
32 60 24.00
32 61 24.08
32 62 24.03
32 63 23.73
32 64 22.89
32 65 15.09
33 1 22.60
33 2 13.46
33 3 14.40
33 4 15.40
33 5 16.43
33 6 17.46
33 7 18.49
33 8 19.51
33 9 20.53
33 10 21.53
33 11 22.53
33 12 23.52
33 13 24.51
33 14 25.49
33 15 26.46
33 16 27.44
33 17 28.42
33 18 29.40
33 19 30.40
33 20 31.42
33 21 32.52
33 22 33.85
33 23 10.66
33 24 9.40
33 25 8.23
33 26 7.13
33 27 6.07
33 28 5.03
33 29 4.01
33 30 3.00
33 31 2.00
33 32 1.00
33 33 0.00
33 34 1.01
33 35 2.02
33 36 3.05
33 37 4.10
33 38 5.18
33 39 6.31
33 40 7.50
33 41 8.82
33 42 10.42
33 43 12.78
33 44 17.77
33 45 18.79
33 46 19.59
33 47 20.28
33 48 20.88
33 49 21.42
33 50 21.91
33 51 22.36
33 52 22.78
33 53 23.16
33 54 23.52
33 55 23.85
33 56 24.15
33 57 24.42
33 58 24.66
33 59 24.85
33 60 25.00
33 61 25.06
33 62 25.01
33 63 24.68
33 64 23.81
33 65 16.04
34 1 22.95
34 2 13.98
34 3 14.85
34 4 15.81
34 5 16.80
34 6 17.81
34 7 18.83
34 8 19.84
34 9 20.85
34 10 21.86
34 11 22.86
34 12 23.85
34 13 24.84
34 14 25.83
34 15 26.82
34 16 27.81
34 17 28.80
34 18 29.81
34 19 30.83
34 20 31.88
34 21 33.02
34 22 34.42
34 23 11.57
34 24 10.33
34 25 9.19
34 26 8.10
34 27 7.05
34 28 6.02
34 29 5.00
34 30 4.00
34 31 3.00
34 32 2.01
34 33 1.01
34 34 0.00
34 35 1.02
34 36 2.05
34 37 3.10
34 38 4.19
34 39 5.33
34 40 6.53
34 41 7.87
34 42 9.51
34 43 11.95
34 44 18.58
34 45 19.62
34 46 20.46
34 47 21.17
34 48 21.79
34 49 22.35
34 50 22.85
34 51 23.32
34 52 23.74
34 53 24.14
34 54 24.51
34 55 24.84
34 56 25.15
34 57 25.42
34 58 25.66
34 59 25.86
34 60 26.00
34 61 26.07
34 62 26.00
34 63 25.66
34 64 24.76
34 65 17.03
35 1 23.27
35 2 14.50
35 3 15.30
35 4 16.21
35 5 17.17
35 6 18.15
35 7 19.15
35 8 20.15
35 9 21.15
35 10 22.15
35 11 23.15
35 12 24.15
35 13 25.15
35 14 26.15
35 15 27.15
35 16 28.15
35 17 29.16
35 18 30.18
35 19 31.22
35 20 32.30
35 21 33.48
35 22 34.94
35 23 12.48
35 24 11.26
35 25 10.14
35 26 9.06
35 27 8.02
35 28 7.01
35 29 6.00
35 30 5.00
35 31 4.01
35 32 3.02
35 33 2.02
35 34 1.02
35 35 0.00
35 36 1.03
35 37 2.09
35 38 3.18
35 39 4.33
35 40 5.55
35 41 6.91
35 42 8.58
35 43 11.09
35 44 19.37
35 45 20.45
35 46 21.31
35 47 22.04
35 48 22.68
35 49 23.26
35 50 23.78
35 51 24.26
35 52 24.70
35 53 25.11
35 54 25.49
35 55 25.83
35 56 26.15
35 57 26.43
35 58 26.67
35 59 26.87
35 60 27.02
35 61 27.08
35 62 27.02
35 63 26.67
35 64 25.74
35 65 18.03
36 1 23.56
36 2 15.01
36 3 15.74
36 4 16.59
36 5 17.51
36 6 18.47
36 7 19.45
36 8 20.43
36 9 21.43
36 10 22.42
36 11 23.42
36 12 24.42
36 13 25.43
36 14 26.43
36 15 27.44
36 16 28.45
36 17 29.47
36 18 30.51
36 19 31.58
36 20 32.68
36 21 33.90
36 22 35.43
36 23 13.38
36 24 12.19
36 25 11.09
36 26 10.03
36 27 9.01
36 28 8.00
36 29 7.00
36 30 6.02
36 31 5.03
36 32 4.04
36 33 3.05
36 34 2.05
36 35 1.03
36 36 0.00
36 37 1.06
36 38 2.16
36 39 3.31
36 40 4.54
36 41 5.91
36 42 7.62
36 43 10.20
36 44 20.15
36 45 21.26
36 46 22.14
36 47 22.90
36 48 23.56
36 49 24.16
36 50 24.70
36 51 25.19
36 52 25.65
36 53 26.07
36 54 26.46
36 55 26.82
36 56 27.15
36 57 27.44
36 58 27.69
36 59 27.90
36 60 28.05
36 61 28.11
36 62 28.05
36 63 27.70
36 64 26.76
36 65 19.07
37 1 23.83
37 2 15.51
37 3 16.17
37 4 16.97
37 5 17.84
37 6 18.77
37 7 19.72
37 8 20.69
37 9 21.67
37 10 22.66
37 11 23.66
37 12 24.66
37 13 25.66
37 14 26.67
37 15 27.69
37 16 28.71
37 17 29.75
37 18 30.81
37 19 31.89
37 20 33.03
37 21 34.28
37 22 35.88
37 23 14.28
37 24 13.12
37 25 12.04
37 26 11.01
37 27 10.00
37 28 9.01
37 29 8.02
37 30 7.04
37 31 6.07
37 32 5.09
37 33 4.10
37 34 3.10
37 35 2.09
37 36 1.06
37 37 0.00
37 38 1.10
37 39 2.25
37 40 3.49
37 41 4.88
37 42 6.63
37 43 9.27
37 44 20.91
37 45 22.05
37 46 22.96
37 47 23.74
37 48 24.43
37 49 25.05
37 50 25.61
37 51 26.12
37 52 26.60
37 53 27.03
37 54 27.44
37 55 27.81
37 56 28.15
37 57 28.45
37 58 28.71
37 59 28.93
37 60 29.09
37 61 29.16
37 62 29.11
37 63 28.76
37 64 27.82
37 65 20.12
38 1 24.05
38 2 16.01
38 3 16.58
38 4 17.32
38 5 18.15
38 6 19.04
38 7 19.97
38 8 20.92
38 9 21.89
38 10 22.87
38 11 23.86
38 12 24.85
38 13 25.86
38 14 26.87
38 15 27.90
38 16 28.93
38 17 29.98
38 18 31.05
38 19 32.16
38 20 33.32
38 21 34.62
38 22 36.29
38 23 15.18
38 24 14.06
38 25 13.01
38 26 12.00
38 27 11.01
38 28 10.03
38 29 9.06
38 30 8.10
38 31 7.13
38 32 6.16
38 33 5.18
38 34 4.19
38 35 3.18
38 36 2.16
38 37 1.10
38 38 0.00
38 39 1.16
38 40 2.41
38 41 3.81
38 42 5.58
38 43 8.28
38 44 21.67
38 45 22.83
38 46 23.77
38 47 24.58
38 48 25.29
38 49 25.93
38 50 26.51
38 51 27.05
38 52 27.54
38 53 27.99
38 54 28.42
38 55 28.80
38 56 29.16
38 57 29.47
38 58 29.75
38 59 29.98
38 60 30.15
38 61 30.24
38 62 30.19
38 63 29.85
38 64 28.92
38 65 21.22
39 1 24.22
39 2 16.49
39 3 16.98
39 4 17.66
39 5 18.44
39 6 19.28
39 7 20.18
39 8 21.10
39 9 22.05
39 10 23.02
39 11 24.00
39 12 25.00
39 13 26.00
39 14 27.02
39 15 28.05
39 16 29.09
39 17 30.15
39 18 31.24
39 19 32.36
39 20 33.55
39 21 34.89
39 22 36.64
39 23 16.10
39 24 15.02
39 25 14.00
39 26 13.01
39 27 12.04
39 28 11.09
39 29 10.14
39 30 9.19
39 31 8.23
39 32 7.27
39 33 6.31
39 34 5.33
39 35 4.33
39 36 3.31
39 37 2.25
39 38 1.16
39 39 0.00
39 40 1.25
39 41 2.67
39 42 4.47
39 43 7.23
39 44 22.40
39 45 23.60
39 46 24.57
39 47 25.40
39 48 26.14
39 49 26.80
39 50 27.41
39 51 27.97
39 52 28.48
39 53 28.96
39 54 29.40
39 55 29.81
39 56 30.18
39 57 30.51
39 58 30.81
39 59 31.05
39 60 31.24
39 61 31.34
39 62 31.31
39 63 30.99
39 64 30.07
39 65 22.35
40 1 24.32
40 2 16.96
40 3 17.36
40 4 17.95
40 5 18.67
40 6 19.48
40 7 20.33
40 8 21.23
40 9 22.16
40 10 23.11
40 11 24.08
40 12 25.06
40 13 26.07
40 14 27.08
40 15 28.11
40 16 29.16
40 17 30.24
40 18 31.34
40 19 32.48
40 20 33.70
40 21 35.09
40 22 36.91
40 23 17.03
40 24 16.00
40 25 15.02
40 26 14.06
40 27 13.12
40 28 12.19
40 29 11.26
40 30 10.33
40 31 9.39
40 32 8.45
40 33 7.50
40 34 6.53
40 35 5.55
40 36 4.54
40 37 3.49
40 38 2.41
40 39 1.25
40 40 0.00
40 41 1.42
40 42 3.24
40 43 6.06
40 44 23.13
40 45 24.36
40 46 25.36
40 47 26.22
40 48 26.99
40 49 27.68
40 50 28.31
40 51 28.89
40 52 29.43
40 53 29.93
40 54 30.40
40 55 30.83
40 56 31.22
40 57 31.58
40 58 31.89
40 59 32.16
40 60 32.36
40 61 32.48
40 62 32.48
40 63 32.18
40 64 31.29
40 65 23.54
41 1 24.31
41 2 17.40
41 3 17.68
41 4 18.19
41 5 18.84
41 6 19.58
41 7 20.39
41 8 21.25
41 9 22.15
41 10 23.08
41 11 24.03
41 12 25.01
41 13 26.00
41 14 27.02
41 15 28.05
41 16 29.11
41 17 30.19
41 18 31.31
41 19 32.48
41 20 33.73
41 21 35.16
41 22 37.07
41 23 18.00
41 24 17.03
41 25 16.10
41 26 15.18
41 27 14.28
41 28 13.38
41 29 12.48
41 30 11.57
41 31 10.67
41 32 9.75
41 33 8.82
41 34 7.87
41 35 6.91
41 36 5.91
41 37 4.88
41 38 3.81
41 39 2.67
41 40 1.42
41 41 0.00
41 42 1.84
41 43 4.70
41 44 23.84
41 45 25.10
41 46 26.13
41 47 27.03
41 48 27.83
41 49 28.55
41 50 29.22
41 51 29.83
41 52 30.40
41 53 30.93
41 54 31.42
41 55 31.88
41 56 32.30
41 57 32.68
41 58 33.03
41 59 33.32
41 60 33.55
41 61 33.70
41 62 33.73
41 63 33.46
41 64 32.62
41 65 24.83
42 1 24.04
42 2 17.76
42 3 17.90
42 4 18.29
42 5 18.84
42 6 19.50
42 7 20.24
42 8 21.05
42 9 21.91
42 10 22.80
42 11 23.73
42 12 24.68
42 13 25.66
42 14 26.67
42 15 27.70
42 16 28.76
42 17 29.86
42 18 30.99
42 19 32.18
42 20 33.46
42 21 34.96
42 22 36.97
42 23 19.06
42 24 18.18
42 25 17.32
42 26 16.47
42 27 15.62
42 28 14.77
42 29 13.91
42 30 13.06
42 31 12.19
42 32 11.31
42 33 10.42
42 34 9.51
42 35 8.58
42 36 7.62
42 37 6.63
42 38 5.58
42 39 4.47
42 40 3.24
42 41 1.84
42 42 0.00
42 43 2.89
42 44 24.51
42 45 25.82
42 46 26.90
42 47 27.84
42 48 28.68
42 49 29.44
42 50 30.15
42 51 30.81
42 52 31.42
42 53 31.99
42 54 32.52
42 55 33.02
42 56 33.48
42 57 33.90
42 58 34.28
42 59 34.62
42 60 34.89
42 61 35.09
42 62 35.16
42 63 34.96
42 64 34.20
42 65 26.35
43 1 23.26
43 2 18.06
43 3 17.98
43 4 18.17
43 5 18.56
43 6 19.08
43 7 19.71
43 8 20.41
43 9 21.19
43 10 22.02
43 11 22.89
43 12 23.81
43 13 24.76
43 14 25.74
43 15 26.76
43 16 27.82
43 17 28.92
43 18 30.07
43 19 31.29
43 20 32.62
43 21 34.20
43 22 36.37
43 23 20.45
43 24 19.72
43 25 18.98
43 26 18.24
43 27 17.49
43 28 16.73
43 29 15.97
43 30 15.19
43 31 14.40
43 32 13.60
43 33 12.78
43 34 11.95
43 35 11.09
43 36 10.20
43 37 9.27
43 38 8.28
43 39 7.23
43 40 6.06
43 41 4.70
43 42 2.89
43 43 0.00
43 44 25.22
43 45 26.58
43 46 27.72
43 47 28.72
43 48 29.63
43 49 30.46
43 50 31.23
43 51 31.95
43 52 32.62
43 53 33.26
43 54 33.86
43 55 34.42
43 56 34.94
43 57 35.43
43 58 35.88
43 59 36.29
43 60 36.64
43 61 36.91
43 62 37.07
43 63 36.97
43 64 36.37
43 65 28.42
44 1 12.52
44 2 7.57
44 3 8.35
44 4 9.02
44 5 9.63
44 6 10.22
44 7 10.78
44 8 11.33
44 9 11.87
44 10 12.41
44 11 12.93
44 12 13.46
44 13 13.98
44 14 14.50
44 15 15.01
44 16 15.51
44 17 16.01
44 18 16.50
44 19 16.96
44 20 17.40
44 21 17.76
44 22 18.06
44 23 7.57
44 24 9.00
44 25 10.23
44 26 11.35
44 27 12.40
44 28 13.38
44 29 14.32
44 30 15.22
44 31 16.09
44 32 16.94
44 33 17.77
44 34 18.58
44 35 19.37
44 36 20.15
44 37 20.91
44 38 21.67
44 39 22.40
44 40 23.13
44 41 23.84
44 42 24.51
44 43 25.22
44 44 0.00
44 45 1.42
44 46 2.67
44 47 3.81
44 48 4.88
44 49 5.91
44 50 6.91
44 51 7.87
44 52 8.82
44 53 9.75
44 54 10.67
44 55 11.57
44 56 12.48
44 57 13.38
44 58 14.28
44 59 15.18
44 60 16.10
44 61 17.03
44 62 18.00
44 63 19.06
44 64 20.45
44 65 14.49
45 1 13.50
45 2 9.00
45 3 9.76
45 4 10.40
45 5 10.98
45 6 11.52
45 7 12.03
45 8 12.52
45 9 13.00
45 10 13.48
45 11 13.94
45 12 14.40
45 13 14.85
45 14 15.30
45 15 15.74
45 16 16.17
45 17 16.58
45 18 16.98
45 19 17.36
45 20 17.68
45 21 17.90
45 22 17.98
45 23 8.35
45 24 9.76
45 25 11.01
45 26 12.16
45 27 13.23
45 28 14.24
45 29 15.21
45 30 16.14
45 31 17.05
45 32 17.93
45 33 18.79
45 34 19.62
45 35 20.45
45 36 21.26
45 37 22.05
45 38 22.83
45 39 23.60
45 40 24.36
45 41 25.10
45 42 25.82
45 43 26.58
45 44 1.42
45 45 0.00
45 46 1.25
45 47 2.41
45 48 3.49
45 49 4.54
45 50 5.55
45 51 6.54
45 52 7.50
45 53 8.45
45 54 9.40
45 55 10.33
45 56 11.26
45 57 12.19
45 58 13.12
45 59 14.06
45 60 15.02
45 61 16.00
45 62 17.03
45 63 18.18
45 64 19.72
45 65 14.20
46 1 14.53
46 2 10.23
46 3 11.01
46 4 11.65
46 5 12.22
46 6 12.73
46 7 13.22
46 8 13.68
46 9 14.13
46 10 14.57
46 11 14.99
46 12 15.40
46 13 15.81
46 14 16.21
46 15 16.59
46 16 16.97
46 17 17.32
46 18 17.66
46 19 17.95
46 20 18.19
46 21 18.29
46 22 18.17
46 23 9.02
46 24 10.40
46 25 11.65
46 26 12.81
46 27 13.89
46 28 14.93
46 29 15.92
46 30 16.88
46 31 17.81
46 32 18.71
46 33 19.59
46 34 20.46
46 35 21.31
46 36 22.14
46 37 22.96
46 38 23.77
46 39 24.57
46 40 25.36
46 41 26.13
46 42 26.90
46 43 27.72
46 44 2.67
46 45 1.25
46 46 0.00
46 47 1.16
46 48 2.25
46 49 3.31
46 50 4.33
46 51 5.33
46 52 6.31
46 53 7.27
46 54 8.23
46 55 9.19
46 56 10.14
46 57 11.09
46 58 12.04
46 59 13.01
46 60 14.00
46 61 15.02
46 62 16.10
46 63 17.32
46 64 18.98
46 65 13.87
47 1 15.58
47 2 11.35
47 3 12.16
47 4 12.81
47 5 13.37
47 6 13.89
47 7 14.36
47 8 14.81
47 9 15.24
47 10 15.65
47 11 16.05
47 12 16.43
47 13 16.80
47 14 17.17
47 15 17.51
47 16 17.84
47 17 18.15
47 18 18.44
47 19 18.68
47 20 18.84
47 21 18.84
47 22 18.56
47 23 9.63
47 24 10.98
47 25 12.22
47 26 13.37
47 27 14.47
47 28 15.52
47 29 16.53
47 30 17.50
47 31 18.45
47 32 19.37
47 33 20.28
47 34 21.17
47 35 22.04
47 36 22.90
47 37 23.74
47 38 24.58
47 39 25.40
47 40 26.22
47 41 27.03
47 42 27.84
47 43 28.72
47 44 3.81
47 45 2.41
47 46 1.16
47 47 0.00
47 48 1.10
47 49 2.16
47 50 3.19
47 51 4.19
47 52 5.18
47 53 6.16
47 54 7.13
47 55 8.10
47 56 9.06
47 57 10.03
47 58 11.01
47 59 12.00
47 60 13.01
47 61 14.06
47 62 15.18
47 63 16.47
47 64 18.24
47 65 13.54
48 1 16.62
48 2 12.40
48 3 13.23
48 4 13.89
48 5 14.47
48 6 14.98
48 7 15.46
48 8 15.90
48 9 16.32
48 10 16.72
48 11 17.10
48 12 17.46
48 13 17.81
48 14 18.15
48 15 18.47
48 16 18.77
48 17 19.04
48 18 19.28
48 19 19.48
48 20 19.58
48 21 19.50
48 22 19.08
48 23 10.22
48 24 11.52
48 25 12.73
48 26 13.88
48 27 14.98
48 28 16.04
48 29 17.06
48 30 18.05
48 31 19.01
48 32 19.96
48 33 20.88
48 34 21.79
48 35 22.68
48 36 23.56
48 37 24.43
48 38 25.29
48 39 26.14
48 40 26.99
48 41 27.83
48 42 28.68
48 43 29.63
48 44 4.88
48 45 3.49
48 46 2.25
48 47 1.10
48 48 0.00
48 49 1.06
48 50 2.09
48 51 3.10
48 52 4.10
48 53 5.09
48 54 6.07
48 55 7.05
48 56 8.02
48 57 9.01
48 58 10.00
48 59 11.01
48 60 12.05
48 61 13.12
48 62 14.28
48 63 15.62
48 64 17.49
48 65 13.20
49 1 17.66
49 2 13.38
49 3 14.24
49 4 14.93
49 5 15.52
49 6 16.04
49 7 16.52
49 8 16.96
49 9 17.37
49 10 17.77
49 11 18.14
49 12 18.49
49 13 18.83
49 14 19.15
49 15 19.44
49 16 19.72
49 17 19.97
49 18 20.18
49 19 20.33
49 20 20.39
49 21 20.24
49 22 19.71
49 23 10.78
49 24 12.03
49 25 13.22
49 26 14.36
49 27 15.46
49 28 16.52
49 29 17.55
49 30 18.55
49 31 19.52
49 32 20.48
49 33 21.42
49 34 22.35
49 35 23.26
49 36 24.16
49 37 25.05
49 38 25.93
49 39 26.80
49 40 27.68
49 41 28.55
49 42 29.44
49 43 30.46
49 44 5.91
49 45 4.54
49 46 3.31
49 47 2.16
49 48 1.06
49 49 0.00
49 50 1.03
49 51 2.05
49 52 3.05
49 53 4.04
49 54 5.03
49 55 6.02
49 56 7.01
49 57 8.00
49 58 9.01
49 59 10.03
49 60 11.09
49 61 12.19
49 62 13.38
49 63 14.77
49 64 16.73
49 65 12.86
50 1 18.68
50 2 14.32
50 3 15.21
50 4 15.92
50 5 16.53
50 6 17.06
50 7 17.55
50 8 17.99
50 9 18.41
50 10 18.80
50 11 19.17
50 12 19.51
50 13 19.84
50 14 20.15
50 15 20.43
50 16 20.69
50 17 20.92
50 18 21.10
50 19 21.23
50 20 21.25
50 21 21.05
50 22 20.41
50 23 11.33
50 24 12.52
50 25 13.68
50 26 14.81
50 27 15.90
50 28 16.96
50 29 17.99
50 30 19.00
50 31 19.99
50 32 20.96
50 33 21.91
50 34 22.85
50 35 23.78
50 36 24.70
50 37 25.61
50 38 26.51
50 39 27.41
50 40 28.31
50 41 29.22
50 42 30.15
50 43 31.23
50 44 6.91
50 45 5.55
50 46 4.33
50 47 3.19
50 48 2.09
50 49 1.03
50 50 0.00
50 51 1.02
50 52 2.02
50 53 3.02
50 54 4.01
50 55 5.00
50 56 6.00
50 57 7.00
50 58 8.02
50 59 9.06
50 60 10.14
50 61 11.26
50 62 12.48
50 63 13.91
50 64 15.97
50 65 12.52
51 1 19.70
51 2 15.22
51 3 16.15
51 4 16.88
51 5 17.50
51 6 18.05
51 7 18.55
51 8 19.00
51 9 19.42
51 10 19.82
51 11 20.18
51 12 20.53
51 13 20.85
51 14 21.15
51 15 21.43
51 16 21.67
51 17 21.89
51 18 22.05
51 19 22.16
51 20 22.15
51 21 21.91
51 22 21.19
51 23 11.87
51 24 13.00
51 25 14.13
51 26 15.24
51 27 16.32
51 28 17.37
51 29 18.41
51 30 19.42
51 31 20.42
51 32 21.40
51 33 22.36
51 34 23.32
51 35 24.26
51 36 25.19
51 37 26.12
51 38 27.05
51 39 27.97
51 40 28.89
51 41 29.83
51 42 30.81
51 43 31.95
51 44 7.87
51 45 6.54
51 46 5.33
51 47 4.19
51 48 3.10
51 49 2.05
51 50 1.02
51 51 0.00
51 52 1.01
51 53 2.00
51 54 3.00
51 55 4.00
51 56 5.00
51 57 6.02
51 58 7.04
51 59 8.10
51 60 9.19
51 61 10.33
51 62 11.57
51 63 13.06
51 64 15.19
51 65 12.20
52 1 20.70
52 2 16.09
52 3 17.05
52 4 17.81
52 5 18.45
52 6 19.02
52 7 19.52
52 8 19.99
52 9 20.42
52 10 20.82
52 11 21.19
52 12 21.53
52 13 21.86
52 14 22.15
52 15 22.42
52 16 22.66
52 17 22.87
52 18 23.02
52 19 23.11
52 20 23.08
52 21 22.80
52 22 22.02
52 23 12.40
52 24 13.48
52 25 14.57
52 26 15.65
52 27 16.72
52 28 17.77
52 29 18.80
52 30 19.81
52 31 20.81
52 32 21.80
52 33 22.78
52 34 23.74
52 35 24.70
52 36 25.65
52 37 26.60
52 38 27.54
52 39 28.48
52 40 29.43
52 41 30.40
52 42 31.42
52 43 32.62
52 44 8.82
52 45 7.50
52 46 6.31
52 47 5.18
52 48 4.10
52 49 3.05
52 50 2.02
52 51 1.01
52 52 0.00
52 53 1.00
52 54 2.00
52 55 3.00
52 56 4.01
52 57 5.03
52 58 6.07
52 59 7.13
52 60 8.23
52 61 9.40
52 62 10.66
52 63 12.19
52 64 14.40
52 65 11.87
53 1 21.70
53 2 16.94
53 3 17.93
53 4 18.71
53 5 19.38
53 6 19.96
53 7 20.48
53 8 20.96
53 9 21.40
