param sigma
21 30 10.21
21 31 9.98
21 32 9.74
21 33 9.47
21 34 9.18
21 35 8.86
21 36 8.51
21 37 8.11
21 38 7.63
21 39 6.98
21 40 5.34
21 41 13.21
21 42 13.94
21 43 14.51
21 44 14.96
21 45 15.34
21 46 15.65
21 47 15.90
21 48 16.09
21 49 16.21
21 50 16.25
21 51 16.18
21 52 15.89
21 53 14.51
21 54 12.89
21 55 14.09
21 56 15.13
21 57 16.05
21 58 16.88
21 59 17.65
21 60 18.36
21 61 19.01
21 62 19.62
21 63 20.16
21 64 20.64
21 65 21.01
21 66 20.86
21 67 9.70
21 68 10.79
21 69 11.87
21 70 12.92
21 71 13.94
21 72 14.93
21 73 15.90
21 74 16.85
21 75 17.79
21 76 18.73
21 77 19.67
21 78 20.64
21 79 21.86
21 80 14.36
22 1 5.96
22 2 5.97
22 3 5.73
22 4 5.92
22 5 6.42
22 6 7.12
22 7 7.94
22 8 8.86
22 9 9.85
22 10 10.90
22 11 12.02
22 12 13.24
22 13 14.64
22 14 17.07
22 15 7.18
22 16 6.06
22 17 5.01
22 18 4.00
22 19 3.01
22 20 2.02
22 21 1.02
22 22 0.00
22 23 1.05
22 24 2.17
22 25 3.39
22 26 4.84
22 27 7.62
22 28 11.45
22 29 11.36
22 30 11.20
22 31 10.99
22 32 10.75
22 33 10.49
22 34 10.19
22 35 9.85
22 36 9.47
22 37 9.02
22 38 8.47
22 39 7.70
22 40 5.71
22 41 13.97
22 42 14.74
22 43 15.35
22 44 15.84
22 45 16.24
22 46 16.58
22 47 16.85
22 48 17.06
22 49 17.20
22 50 17.25
22 51 17.19
22 52 16.91
22 53 15.51
22 54 13.39
22 55 14.61
22 56 15.67
22 57 16.61
22 58 17.48
22 59 18.27
22 60 19.01
22 61 19.70
22 62 20.33
22 63 20.92
22 64 21.43
22 65 21.84
22 66 21.77
22 67 9.98
22 68 11.01
22 69 12.05
22 70 13.09
22 71 14.10
22 72 15.10
22 73 16.09
22 74 17.06
22 75 18.03
22 76 19.00
22 77 19.98
22 78 21.00
22 79 22.35
22 80 15.28
23 1 5.92
23 2 6.45
23 3 6.01
23 4 6.00
23 5 6.33
23 6 6.91
23 7 7.65
23 8 8.51
23 9 9.47
23 10 10.50
23 11 11.62
23 12 12.86
23 13 14.30
23 14 16.86
23 15 8.10
23 16 7.02
23 17 6.00
23 18 5.01
23 19 4.03
23 20 3.06
23 21 2.07
23 22 1.05
23 23 0.00
23 24 1.12
23 25 2.36
23 26 3.84
23 27 6.73
23 28 12.35
23 29 12.31
23 30 12.19
23 31 12.01
23 32 11.79
23 33 11.54
23 34 11.24
23 35 10.90
23 36 10.50
23 37 10.03
23 38 9.43
23 39 8.59
23 40 6.36
23 41 14.69
23 42 15.51
23 43 16.16
23 44 16.69
23 45 17.13
23 46 17.49
23 47 17.79
23 48 18.03
23 49 18.19
23 50 18.26
23 51 18.22
23 52 17.96
23 53 16.57
23 54 13.85
23 55 15.08
23 56 16.16
23 57 17.13
23 58 18.02
23 59 18.85
23 60 19.62
23 61 20.33
23 62 21.00
23 63 21.62
23 64 22.17
23 65 22.63
23 66 22.66
23 67 10.23
23 68 11.19
23 69 12.19
23 70 13.20
23 71 14.21
23 72 15.21
23 73 16.21
23 74 17.20
23 75 18.19
23 76 19.19
23 77 20.21
23 78 21.29
23 79 22.76
23 80 16.18
24 1 5.92
24 2 6.95
24 3 6.33
24 4 6.13
24 5 6.27
24 6 6.70
24 7 7.33
24 8 8.11
24 9 9.02
24 10 10.03
24 11 11.14
24 12 12.38
24 13 13.86
24 14 16.54
24 15 9.03
24 16 8.00
24 17 7.02
24 18 6.06
24 19 5.11
24 20 4.15
24 21 3.17
24 22 2.17
24 23 1.12
24 24 0.00
24 25 1.24
24 26 2.75
24 27 5.75
24 28 13.25
24 29 13.27
24 30 13.19
24 31 13.06
24 32 12.87
24 33 12.63
24 34 12.35
24 35 12.02
24 36 11.62
24 37 11.14
24 38 10.52
24 39 9.63
24 40 7.25
24 41 15.38
24 42 16.25
24 43 16.95
24 44 17.52
24 45 17.99
24 46 18.40
24 47 18.73
24 48 19.00
24 49 19.19
24 50 19.29
24 51 19.28
24 52 19.04
24 53 17.68
24 54 14.26
24 55 15.50
24 56 16.60
24 57 17.59
24 58 18.51
24 59 19.36
24 60 20.16
24 61 20.92
24 62 21.62
24 63 22.28
24 64 22.88
24 65 23.39
24 66 23.52
24 67 10.45
24 68 11.32
24 69 12.27
24 70 13.26
24 71 14.25
24 72 15.25
24 73 16.25
24 74 17.25
24 75 18.27
24 76 19.29
24 77 20.35
24 78 21.49
24 79 23.10
24 80 17.07
25 1 5.96
25 2 7.50
25 3 6.70
25 4 6.30
25 5 6.23
25 6 6.47
25 7 6.95
25 8 7.63
25 9 8.47
25 10 9.43
25 11 10.52
25 12 11.76
25 13 13.26
25 14 16.07
25 15 10.00
25 16 9.03
25 17 8.10
25 18 7.18
25 19 6.26
25 20 5.33
25 21 4.38
25 22 3.39
25 23 2.36
25 24 1.24
25 25 0.00
25 26 1.52
25 27 4.62
25 28 14.16
25 29 14.25
25 30 14.23
25 31 14.14
25 32 14.00
25 33 13.80
25 34 13.55
25 35 13.24
25 36 12.86
25 37 12.38
25 38 11.76
25 39 10.86
25 40 8.40
25 41 16.04
25 42 16.97
25 43 17.71
25 44 18.33
25 45 18.85
25 46 19.30
25 47 19.67
25 48 19.98
25 49 20.21
25 50 20.35
25 51 20.37
25 52 20.18
25 53 18.88
25 54 14.61
25 55 15.85
25 56 16.96
25 57 17.98
25 58 18.92
25 59 19.81
25 60 20.64
25 61 21.43
25 62 22.17
25 63 22.88
25 64 23.52
25 65 24.10
25 66 24.36
25 67 10.63
25 68 11.39
25 69 12.28
25 70 13.22
25 71 14.19
25 72 15.18
25 73 16.18
25 74 17.19
25 75 18.22
25 76 19.28
25 77 20.37
25 78 21.57
25 79 23.33
25 80 17.95
26 1 6.03
26 2 8.10
26 3 7.13
26 4 6.50
26 5 6.19
26 6 6.18
26 7 6.46
26 8 6.98
26 9 7.70
26 10 8.59
26 11 9.63
26 12 10.86
26 13 12.38
26 14 15.30
26 15 11.06
26 16 10.18
26 17 9.31
26 18 8.45
26 19 7.58
26 20 6.70
26 21 5.79
26 22 4.84
26 23 3.84
26 24 2.75
26 25 1.52
26 26 0.00
26 27 3.18
26 28 15.11
26 29 15.29
26 30 15.36
26 31 15.34
26 32 15.25
26 33 15.11
26 34 14.91
26 35 14.64
26 36 14.30
26 37 13.86
26 38 13.26
26 39 12.37
26 40 9.90
26 41 16.66
26 42 17.65
26 43 18.45
26 44 19.13
26 45 19.71
26 46 20.21
26 47 20.64
26 48 21.00
26 49 21.29
26 50 21.49
26 51 21.57
26 52 21.43
26 53 20.25
26 54 14.86
26 55 16.09
26 56 17.21
26 57 18.25
26 58 19.22
26 59 20.13
26 60 21.01
26 61 21.84
26 62 22.63
26 63 23.39
26 64 24.10
26 65 24.75
26 66 25.18
26 67 10.71
26 68 11.34
26 69 12.12
26 70 13.00
26 71 13.93
26 72 14.90
26 73 15.89
26 74 16.91
26 75 17.96
26 76 19.04
26 77 20.18
26 78 21.43
26 79 23.37
26 80 18.85
27 1 6.16
27 2 8.98
27 3 7.79
27 4 6.81
27 5 6.05
27 6 5.53
27 7 5.28
27 8 5.34
27 9 5.71
27 10 6.36
27 11 7.25
27 12 8.40
27 13 9.90
27 14 13.00
27 15 12.70
27 16 12.04
27 17 11.37
27 18 10.68
27 19 9.96
27 20 9.22
27 21 8.44
27 22 7.62
27 23 6.73
27 24 5.75
27 25 4.62
27 26 3.18
27 27 0.00
27 28 16.37
27 29 16.78
27 30 17.03
27 31 17.19
27 32 17.26
27 33 17.27
27 34 17.20
27 35 17.07
27 36 16.86
27 37 16.54
27 38 16.07
27 39 15.30
27 40 13.00
27 41 17.15
27 42 18.26
27 43 19.19
27 44 19.98
27 45 20.69
27 46 21.31
27 47 21.86
27 48 22.35
27 49 22.76
27 50 23.10
27 51 23.33
27 52 23.37
27 53 22.52
27 54 14.61
27 55 15.78
27 56 16.89
27 57 17.94
27 58 18.95
27 59 19.92
27 60 20.86
27 61 21.77
27 62 22.66
27 63 23.52
27 64 24.36
27 65 25.18
27 66 26.00
27 67 10.32
27 68 10.61
27 69 11.15
27 70 11.86
27 71 12.67
27 72 13.56
27 73 14.51
27 74 15.51
27 75 16.57
27 76 17.68
27 77 18.88
27 78 20.25
27 79 22.52
27 80 19.94
28 1 10.40
28 2 7.42
28 3 8.65
28 4 9.72
28 5 10.69
28 6 11.58
28 7 12.42
28 8 13.21
28 9 13.97
28 10 14.69
28 11 15.38
28 12 16.04
28 13 16.66
28 14 17.15
28 15 4.28
28 16 5.47
28 17 6.58
28 18 7.64
28 19 8.64
28 20 9.60
28 21 10.54
28 22 11.45
28 23 12.35
28 24 13.25
28 25 14.16
28 26 15.11
28 27 16.37
28 28 0.00
28 29 1.24
28 30 2.36
28 31 3.39
28 32 4.37
28 33 5.33
28 34 6.26
28 35 7.18
28 36 8.10
28 37 9.03
28 38 10.00
28 39 11.06
28 40 12.70
28 41 4.28
28 42 4.25
28 43 4.34
28 44 4.53
28 45 4.80
28 46 5.14
28 47 5.54
28 48 5.97
28 49 6.45
28 50 6.95
28 51 7.50
28 52 8.10
28 53 8.98
28 54 7.42
28 55 7.93
28 56 8.36
28 57 8.74
28 58 9.09
28 59 9.40
28 60 9.70
28 61 9.98
28 62 10.23
28 63 10.45
28 64 10.63
28 65 10.71
28 66 10.32
28 67 8.57
28 68 9.55
28 69 10.38
28 70 11.10
28 71 11.75
28 72 12.34
28 73 12.89
28 74 13.39
28 75 13.85
28 76 14.26
28 77 14.61
28 78 14.86
28 79 14.61
28 80 3.82
29 1 10.96
29 2 7.93
29 3 9.18
29 4 10.28
29 5 11.28
29 6 12.22
29 7 13.10
29 8 13.94
29 9 14.74
29 10 15.51
29 11 16.25
29 12 16.97
29 13 17.65
29 14 18.26
29 15 4.25
29 16 5.30
29 17 6.37
29 18 7.41
29 19 8.43
29 20 9.42
29 21 10.40
29 22 11.36
29 23 12.31
29 24 13.27
29 25 14.25
29 26 15.29
29 27 16.78
29 28 1.24
29 29 0.00
29 30 1.12
29 31 2.17
29 32 3.17
29 33 4.15
29 34 5.11
29 35 6.06
29 36 7.02
29 37 8.00
29 38 9.03
29 39 10.18
29 40 12.04
29 41 5.47
29 42 5.30
29 43 5.20
29 44 5.18
29 45 5.22
29 46 5.33
29 47 5.50
29 48 5.73
29 49 6.01
29 50 6.33
29 51 6.70
29 52 7.13
29 53 7.79
29 54 8.65
29 55 9.18
29 56 9.60
29 57 9.96
29 58 10.27
29 59 10.55
29 60 10.79
29 61 11.01
29 62 11.19
29 63 11.32
29 64 11.39
29 65 11.34
29 66 10.61
29 67 9.55
29 68 10.59
29 69 11.47
29 70 12.22
29 71 12.91
29 72 13.52
29 73 14.09
29 74 14.61
29 75 15.08
29 76 15.50
29 77 15.85
29 78 16.09
29 79 15.78
29 80 4.16
30 1 11.39
30 2 8.36
30 3 9.60
30 4 10.72
30 5 11.75
30 6 12.72
30 7 13.63
30 8 14.51
30 9 15.35
30 10 16.16
30 11 16.95
30 12 17.71
30 13 18.45
30 14 19.19
30 15 4.34
30 16 5.20
30 17 6.19
30 18 7.20
30 19 8.21
30 20 9.21
30 21 10.21
30 22 11.20
30 23 12.19
30 24 13.19
30 25 14.23
30 26 15.36
30 27 17.03
30 28 2.36
30 29 1.12
30 30 0.00
30 31 1.05
30 32 2.07
30 33 3.06
30 34 4.03
30 35 5.01
30 36 6.00
30 37 7.02
30 38 8.10
30 39 9.31
30 40 11.37
30 41 6.59
30 42 6.37
30 43 6.19
30 44 6.05
30 45 5.95
30 46 5.89
30 47 5.89
30 48 5.92
30 49 6.00
30 50 6.13
30 51 6.29
30 52 6.50
30 53 6.81
30 54 9.72
30 55 10.28
30 56 10.72
30 57 11.08
30 58 11.39
30 59 11.65
30 60 11.87
30 61 12.05
30 62 12.19
30 63 12.27
30 64 12.28
30 65 12.12
30 66 11.15
30 67 10.38
30 68 11.47
30 69 12.38
30 70 13.17
30 71 13.89
30 72 14.53
30 73 15.13
30 74 15.67
30 75 16.16
30 76 16.60
30 77 16.96
30 78 17.21
30 79 16.89
30 80 4.87
31 1 11.73
31 2 8.74
31 3 9.96
31 4 11.08
31 5 12.13
31 6 13.12
31 7 14.06
31 8 14.96
31 9 15.84
31 10 16.69
31 11 17.52
31 12 18.33
31 13 19.13
31 14 19.98
31 15 4.53
31 16 5.18
31 17 6.05
31 18 7.00
31 19 7.99
31 20 8.98
31 21 9.98
31 22 10.99
31 23 12.01
31 24 13.06
31 25 14.14
31 26 15.34
31 27 17.19
31 28 3.39
31 29 2.17
31 30 1.05
31 31 0.00
31 32 1.02
31 33 2.02
31 34 3.01
31 35 4.00
31 36 5.01
31 37 6.06
31 38 7.18
31 39 8.45
31 40 10.68
31 41 7.64
31 42 7.41
31 43 7.20
31 44 7.00
31 45 6.82
31 46 6.66
31 47 6.53
31 48 6.42
31 49 6.34
31 50 6.27
31 51 6.23
31 52 6.19
31 53 6.05
31 54 10.69
31 55 11.28
31 56 11.75
31 57 12.13
31 58 12.44
31 59 12.70
31 60 12.92
31 61 13.09
31 62 13.20
31 63 13.26
31 64 13.22
31 65 13.00
31 66 11.86
31 67 11.10
31 68 12.22
31 69 13.17
31 70 14.00
31 71 14.75
31 72 15.43
31 73 16.05
31 74 16.61
31 75 17.13
31 76 17.59
31 77 17.98
31 78 18.25
31 79 17.94
31 80 5.74
32 1 12.02
32 2 9.09
32 3 10.27
32 4 11.39
32 5 12.44
32 6 13.44
32 7 14.41
32 8 15.34
32 9 16.25
32 10 17.13
32 11 17.99
32 12 18.85
32 13 19.71
32 14 20.69
32 15 4.80
32 16 5.22
32 17 5.95
32 18 6.82
32 19 7.76
32 20 8.74
32 21 9.74
32 22 10.75
32 23 11.79
32 24 12.87
32 25 14.00
32 26 15.25
32 27 17.26
32 28 4.37
32 29 3.17
32 30 2.07
32 31 1.02
32 32 0.00
32 33 1.00
32 34 2.00
32 35 3.01
32 36 4.03
32 37 5.11
32 38 6.26
32 39 7.58
32 40 9.96
32 41 8.64
32 42 8.43
32 43 8.21
32 44 7.99
32 45 7.76
32 46 7.54
32 47 7.33
32 48 7.12
32 49 6.91
32 50 6.69
32 51 6.47
32 52 6.18
32 53 5.53
32 54 11.58
32 55 12.22
32 56 12.72
32 57 13.11
32 58 13.44
32 59 13.72
32 60 13.94
32 61 14.10
32 62 14.21
32 63 14.25
32 64 14.19
32 65 13.93
32 66 12.67
32 67 11.75
32 68 12.91
32 69 13.89
32 70 14.75
32 71 15.52
32 72 16.23
32 73 16.88
32 74 17.48
32 75 18.02
32 76 18.51
32 77 18.92
32 78 19.22
32 79 18.95
32 80 6.69
33 1 12.26
33 2 9.40
33 3 10.55
33 4 11.65
33 5 12.70
33 6 13.72
33 7 14.70
33 8 15.65
33 9 16.58
33 10 17.49
33 11 18.40
33 12 19.30
33 13 20.21
33 14 21.31
33 15 5.14
33 16 5.33
33 17 5.89
33 18 6.66
33 19 7.54
33 20 8.49
33 21 9.47
33 22 10.49
33 23 11.54
33 24 12.63
33 25 13.80
33 26 15.11
33 27 17.27
33 28 5.33
33 29 4.15
33 30 3.06
33 31 2.02
33 32 1.00
33 33 0.00
33 34 1.00
33 35 2.02
33 36 3.06
33 37 4.15
33 38 5.33
33 39 6.70
33 40 9.22
33 41 9.60
33 42 9.42
33 43 9.21
33 44 8.98
33 45 8.74
33 46 8.49
33 47 8.22
33 48 7.94
33 49 7.65
33 50 7.33
33 51 6.95
33 52 6.46
33 53 5.28
33 54 12.42
33 55 13.10
33 56 13.63
33 57 14.06
33 58 14.41
33 59 14.70
33 60 14.93
33 61 15.10
33 62 15.21
33 63 15.25
33 64 15.18
33 65 14.90
33 66 13.56
33 67 12.34
33 68 13.52
33 69 14.53
33 70 15.43
33 71 16.23
33 72 16.97
33 73 17.65
33 74 18.27
33 75 18.85
33 76 19.36
33 77 19.81
33 78 20.13
33 79 19.92
33 80 7.67
34 1 12.46
34 2 9.70
34 3 10.80
34 4 11.87
34 5 12.92
34 6 13.94
34 7 14.93
34 8 15.90
34 9 16.85
34 10 17.79
34 11 18.73
34 12 19.67
34 13 20.64
34 14 21.86
34 15 5.54
34 16 5.50
34 17 5.89
34 18 6.53
34 19 7.33
34 20 8.22
34 21 9.18
34 22 10.19
34 23 11.24
34 24 12.35
34 25 13.55
34 26 14.91
34 27 17.20
34 28 6.26
34 29 5.11
34 30 4.03
34 31 3.01
34 32 2.00
34 33 1.00
34 34 0.00
34 35 1.02
34 36 2.07
34 37 3.17
34 38 4.38
34 39 5.79
34 40 8.44
34 41 10.54
34 42 10.40
34 43 10.21
34 44 9.98
34 45 9.74
34 46 9.47
34 47 9.18
34 48 8.86
34 49 8.51
34 50 8.11
34 51 7.63
34 52 6.98
34 53 5.34
34 54 13.21
34 55 13.94
34 56 14.51
34 57 14.96
34 58 15.34
34 59 15.65
34 60 15.90
34 61 16.09
34 62 16.21
34 63 16.25
34 64 16.18
34 65 15.89
34 66 14.51
34 67 12.89
34 68 14.09
34 69 15.13
34 70 16.05
34 71 16.88
34 72 17.65
34 73 18.36
34 74 19.01
34 75 19.62
34 76 20.16
34 77 20.64
34 78 21.01
34 79 20.86
34 80 8.68
35 1 12.61
35 2 9.98
35 3 11.01
35 4 12.05
35 5 13.09
35 6 14.10
35 7 15.10
35 8 16.09
35 9 17.06
35 10 18.03
35 11 19.00
35 12 19.98
35 13 21.00
35 14 22.35
35 15 5.97
35 16 5.73
35 17 5.92
35 18 6.42
35 19 7.12
35 20 7.94
35 21 8.86
35 22 9.85
35 23 10.90
35 24 12.02
35 25 13.24
35 26 14.64
35 27 17.07
35 28 7.18
35 29 6.06
35 30 5.01
35 31 4.00
35 32 3.01
35 33 2.02
35 34 1.02
35 35 0.00
35 36 1.05
35 37 2.17
35 38 3.39
35 39 4.84
35 40 7.62
35 41 11.45
35 42 11.36
35 43 11.20
35 44 10.99
35 45 10.75
35 46 10.49
35 47 10.19
35 48 9.85
35 49 9.47
35 50 9.02
35 51 8.47
35 52 7.70
35 53 5.71
35 54 13.97
35 55 14.74
35 56 15.35
35 57 15.84
35 58 16.24
35 59 16.58
35 60 16.85
35 61 17.06
35 62 17.20
35 63 17.25
35 64 17.19
35 65 16.91
35 66 15.51
35 67 13.39
35 68 14.61
35 69 15.67
35 70 16.61
35 71 17.48
35 72 18.27
35 73 19.01
35 74 19.70
35 75 20.33
35 76 20.92
35 77 21.43
35 78 21.84
35 79 21.77
35 80 9.69
36 1 12.71
36 2 10.23
36 3 11.19
36 4 12.19
36 5 13.20
36 6 14.21
36 7 15.21
36 8 16.21
36 9 17.20
36 10 18.19
36 11 19.19
36 12 20.21
36 13 21.29
36 14 22.76
36 15 6.45
36 16 6.01
36 17 6.00
36 18 6.34
36 19 6.91
36 20 7.65
36 21 8.51
36 22 9.47
36 23 10.50
36 24 11.62
36 25 12.86
36 26 14.30
36 27 16.86
36 28 8.10
36 29 7.02
36 30 6.00
36 31 5.01
36 32 4.03
36 33 3.06
36 34 2.07
36 35 1.05
36 36 0.00
36 37 1.12
36 38 2.36
36 39 3.84
36 40 6.73
36 41 12.35
36 42 12.31
36 43 12.19
36 44 12.01
36 45 11.79
36 46 11.54
36 47 11.24
36 48 10.90
36 49 10.50
36 50 10.03
36 51 9.43
36 52 8.58
36 53 6.36
36 54 14.69
36 55 15.51
36 56 16.16
36 57 16.69
36 58 17.13
36 59 17.49
36 60 17.79
36 61 18.03
36 62 18.19
36 63 18.27
36 64 18.22
36 65 17.96
36 66 16.57
36 67 13.85
36 68 15.08
36 69 16.16
36 70 17.13
36 71 18.02
36 72 18.85
36 73 19.62
36 74 20.33
36 75 21.00
36 76 21.62
36 77 22.17
36 78 22.63
36 79 22.66
36 80 10.73
37 1 12.75
37 2 10.45
37 3 11.32
37 4 12.27
37 5 13.26
37 6 14.25
37 7 15.25
37 8 16.25
37 9 17.25
37 10 18.27
37 11 19.29
37 12 20.35
37 13 21.49
37 14 23.10
37 15 6.95
37 16 6.33
37 17 6.13
37 18 6.27
37 19 6.70
37 20 7.33
37 21 8.11
37 22 9.02
37 23 10.03
37 24 11.14
37 25 12.38
37 26 13.86
37 27 16.54
37 28 9.03
37 29 8.00
37 30 7.02
37 31 6.06
37 32 5.11
37 33 4.15
37 34 3.17
37 35 2.17
37 36 1.12
37 37 0.00
37 38 1.24
37 39 2.75
37 40 5.75
37 41 13.25
37 42 13.27
37 43 13.19
37 44 13.06
37 45 12.87
37 46 12.63
37 47 12.35
37 48 12.02
37 49 11.62
37 50 11.14
37 51 10.52
37 52 9.63
37 53 7.25
37 54 15.38
37 55 16.25
37 56 16.95
37 57 17.52
37 58 17.99
37 59 18.40
37 60 18.73
37 61 19.00
37 62 19.19
37 63 19.29
37 64 19.28
37 65 19.04
37 66 17.68
37 67 14.26
37 68 15.50
37 69 16.60
37 70 17.59
37 71 18.51
37 72 19.36
37 73 20.16
37 74 20.92
37 75 21.62
37 76 22.28
37 77 22.88
37 78 23.39
37 79 23.52
37 80 11.80
38 1 12.71
38 2 10.63
38 3 11.39
38 4 12.28
38 5 13.22
38 6 14.19
38 7 15.18
38 8 16.18
38 9 17.19
38 10 18.22
38 11 19.27
38 12 20.37
38 13 21.57
38 14 23.33
38 15 7.50
38 16 6.70
38 17 6.29
38 18 6.23
38 19 6.47
38 20 6.95
38 21 7.63
38 22 8.47
38 23 9.43
38 24 10.52
38 25 11.76
38 26 13.26
38 27 16.07
38 28 10.00
38 29 9.03
38 30 8.10
38 31 7.18
38 32 6.26
38 33 5.33
38 34 4.38
38 35 3.39
38 36 2.36
38 37 1.24
38 38 0.00
38 39 1.52
38 40 4.62
38 41 14.16
38 42 14.25
38 43 14.23
38 44 14.14
38 45 14.00
38 46 13.80
38 47 13.55
38 48 13.24
38 49 12.86
38 50 12.38
38 51 11.76
38 52 10.86
38 53 8.40
38 54 16.04
38 55 16.97
38 56 17.71
38 57 18.33
38 58 18.85
38 59 19.30
38 60 19.67
38 61 19.98
38 62 20.21
38 63 20.35
38 64 20.37
38 65 20.18
38 66 18.88
38 67 14.61
38 68 15.85
38 69 16.96
38 70 17.98
38 71 18.92
38 72 19.81
38 73 20.64
38 74 21.43
38 75 22.17
38 76 22.88
38 77 23.52
38 78 24.10
38 79 24.36
38 80 12.92
39 1 12.49
39 2 10.71
39 3 11.34
39 4 12.12
39 5 13.00
39 6 13.93
39 7 14.90
39 8 15.89
39 9 16.91
39 10 17.96
39 11 19.04
39 12 20.18
39 13 21.43
39 14 23.37
39 15 8.10
39 16 7.13
39 17 6.50
39 18 6.19
39 19 6.18
39 20 6.46
39 21 6.98
39 22 7.70
39 23 8.59
39 24 9.63
39 25 10.86
39 26 12.37
39 27 15.30
39 28 11.06
39 29 10.18
39 30 9.31
39 31 8.45
39 32 7.58
39 33 6.70
39 34 5.79
39 35 4.84
39 36 3.84
39 37 2.75
39 38 1.52
39 39 0.00
39 40 3.18
39 41 15.11
39 42 15.29
39 43 15.36
39 44 15.34
39 45 15.25
39 46 15.11
39 47 14.91
39 48 14.64
39 49 14.30
39 50 13.86
39 51 13.26
39 52 12.38
39 53 9.90
39 54 16.66
39 55 17.65
39 56 18.45
39 57 19.13
39 58 19.71
39 59 20.21
39 60 20.64
39 61 21.00
39 62 21.29
39 63 21.49
39 64 21.57
39 65 21.43
39 66 20.25
39 67 14.86
39 68 16.09
39 69 17.21
39 70 18.25
39 71 19.22
39 72 20.13
39 73 21.01
39 74 21.84
39 75 22.63
39 76 23.39
39 77 24.10
39 78 24.75
39 79 25.18
39 80 14.17
40 1 11.36
40 2 10.32
40 3 10.61
40 4 11.15
40 5 11.86
40 6 12.67
40 7 13.56
40 8 14.51
40 9 15.51
40 10 16.57
40 11 17.68
40 12 18.88
40 13 20.25
40 14 22.52
40 15 8.98
40 16 7.78
40 17 6.81
40 18 6.05
40 19 5.53
40 20 5.28
40 21 5.34
40 22 5.71
40 23 6.36
40 24 7.25
40 25 8.40
40 26 9.90
40 27 13.00
40 28 12.70
40 29 12.04
40 30 11.37
40 31 10.68
40 32 9.96
40 33 9.22
40 34 8.44
40 35 7.62
40 36 6.73
40 37 5.75
40 38 4.62
40 39 3.18
40 40 0.00
40 41 16.37
40 42 16.78
40 43 17.03
40 44 17.19
40 45 17.26
40 46 17.27
40 47 17.20
40 48 17.07
40 49 16.86
40 50 16.54
40 51 16.07
40 52 15.30
40 53 13.00
40 54 17.15
40 55 18.26
40 56 19.19
40 57 19.98
40 58 20.69
40 59 21.31
40 60 21.86
40 61 22.35
40 62 22.76
40 63 23.10
40 64 23.33
40 65 23.37
40 66 22.52
40 67 14.61
40 68 15.78
40 69 16.89
40 70 17.94
40 71 18.95
40 72 19.92
40 73 20.86
40 74 21.77
40 75 22.66
40 76 23.52
40 77 24.36
40 78 25.18
40 79 26.00
40 80 16.19
41 1 11.00
41 2 8.57
41 3 9.55
41 4 10.38
41 5 11.10
41 6 11.75
41 7 12.34
41 8 12.89
41 9 13.39
41 10 13.85
41 11 14.26
41 12 14.61
41 13 14.85
41 14 14.61
41 15 7.42
41 16 8.65
41 17 9.72
41 18 10.69
41 19 11.58
41 20 12.42
41 21 13.21
41 22 13.97
41 23 14.69
41 24 15.38
41 25 16.04
41 26 16.66
41 27 17.15
41 28 4.28
41 29 5.47
41 30 6.59
41 31 7.64
41 32 8.64
41 33 9.60
41 34 10.54
41 35 11.45
41 36 12.35
41 37 13.25
41 38 14.16
41 39 15.11
41 40 16.37
41 41 0.00
41 42 1.24
41 43 2.36
41 44 3.39
41 45 4.37
41 46 5.33
41 47 6.26
41 48 7.18
41 49 8.10
41 50 9.03
41 51 10.00
41 52 11.06
41 53 12.70
41 54 4.28
41 55 4.25
41 56 4.34
41 57 4.53
41 58 4.80
41 59 5.14
41 60 5.54
41 61 5.97
41 62 6.45
41 63 6.95
41 64 7.50
41 65 8.10
41 66 8.98
41 67 7.42
41 68 7.93
41 69 8.36
41 70 8.74
41 71 9.09
41 72 9.40
41 73 9.70
41 74 9.98
41 75 10.23
41 76 10.45
41 77 10.63
41 78 10.71
41 79 10.32
41 80 4.27
42 1 12.10
42 2 9.55
42 3 10.59
42 4 11.46
42 5 12.22
42 6 12.91
42 7 13.52
42 8 14.09
42 9 14.61
42 10 15.08
42 11 15.50
42 12 15.85
42 13 16.09
42 14 15.78
42 15 7.93
42 16 9.18
42 17 10.28
42 18 11.28
42 19 12.22
42 20 13.10
42 21 13.94
42 22 14.74
42 23 15.51
42 24 16.25
42 25 16.97
42 26 17.65
42 27 18.26
42 28 4.25
42 29 5.30
42 30 6.37
42 31 7.41
42 32 8.43
42 33 9.42
42 34 10.40
42 35 11.36
42 36 12.31
42 37 13.27
42 38 14.25
42 39 15.29
42 40 16.78
42 41 1.24
42 42 0.00
42 43 1.12
42 44 2.17
42 45 3.17
42 46 4.15
42 47 5.11
42 48 6.06
42 49 7.02
42 50 8.00
42 51 9.03
42 52 10.18
42 53 12.04
42 54 5.47
42 55 5.30
42 56 5.20
42 57 5.18
42 58 5.22
42 59 5.33
42 60 5.50
42 61 5.73
42 62 6.01
42 63 6.33
42 64 6.70
42 65 7.13
42 66 7.79
42 67 8.65
42 68 9.18
42 69 9.60
42 70 9.96
42 71 10.27
42 72 10.55
42 73 10.80
42 74 11.01
42 75 11.19
42 76 11.32
42 77 11.39
42 78 11.34
42 79 10.61
42 80 3.21
43 1 13.03
43 2 10.38
43 3 11.46
43 4 12.38
43 5 13.17
43 6 13.89
43 7 14.53
43 8 15.13
43 9 15.67
43 10 16.16
43 11 16.60
43 12 16.96
43 13 17.21
43 14 16.89
43 15 8.36
43 16 9.60
43 17 10.72
43 18 11.75
